customer_id,customer_name,segment,industry_subsector,country,acquisition_date,first_paid_invoice_date,acquisition_channel,acquisition_rep,original_arr_gbp
CUS-00435,Sunnymead Freight GmbH,Mid-market,Warehousing,DE,2022-04-23,2022-07-14,Referral,A. Bennett,78100.00
CUS-00436,Granite Logistics Limited,SMB,3PL,IE,2022-05-06,2022-07-09,Outbound,G. Hartley,8500.00
CUS-00437,Brookfield Carriers Ltd,Mid-market,Fleet management,UK,2023-01-01,2023-03-10,Partner,I. Jamison,24200.00
CUS-00438,Ridgemont Logistics SAS,SMB,Warehousing,FR,2021-10-02,2021-10-28,Referral,M. Nakamura,15000.00
CUS-00439,Orchard Freight Ltd,Mid-market,Fleet management,UK,2021-08-29,2021-11-16,Inbound,I. Jamison,74700.00
CUS-00440,Redwood Freight Ltd,Mid-market,Warehousing,UK,2021-11-02,2021-11-07,Referral,I. Jamison,48500.00
CUS-00441,Birchwood Transit Ltd,SMB,Last-mile,UK,2021-03-05,2021-03-17,Outbound,C. Doyle,7000.00
CUS-00442,Greycliff Lanes Ltd,Enterprise,Freight,UK,2023-01-13,2023-03-17,Outbound,A. Bennett,334600.00
CUS-00443,Kestrel Logistics Ltd,SMB,Freight,UK,2022-08-20,2022-10-20,Inbound,O. Petrova,13700.00
CUS-00444,Stonefield Freight Ltd,SMB,Fleet management,UK,2021-07-07,2021-07-25,Outbound,O. Petrova,8000.00
CUS-00445,Coppergate Freight GmbH,SMB,Freight,DE,2021-01-03,2021-03-19,Inbound,M. Nakamura,14700.00
CUS-00446,Northwind Lanes Ltd,SMB,Fleet management,UK,2022-12-24,2023-03-13,Outbound,G. Hartley,13400.00
CUS-00447,Oakridge Transit Ltd,Mid-market,Fleet management,UK,2024-04-19,2024-05-31,Outbound,C. Doyle,34800.00
CUS-00448,Nettleton Distribution Limited,Mid-market,Fleet management,IE,2023-03-02,2023-05-14,Partner,E. Farouk,56200.00
CUS-00449,Inglewood Haulage Ltd,Enterprise,Freight,UK,2021-10-05,2022-01-01,Partner,G. Hartley,113800.00
CUS-00450,Oakridge Carriers Ltd,SMB,Fleet management,UK,2023-04-30,2023-05-19,Outbound,K. Lindqvist,4800.00
